key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken
陰2局癸酉,戊,壬,坤,天芮,死門,戌亥,壬,癸,己,辛,乙,丙,庚,戊丁,己,辛,乙,丙,庚,戊丁,壬,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局甲戌,己,坎,坎,天蓬,休門,申酉,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局乙亥,己,震,坎,天蓬,休門,申酉,壬,癸,己,辛,乙,丙,庚,戊丁,己,辛,乙,丙,庚,戊丁,壬,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰2局丙子,己,巽,坎,天蓬,休門,申酉,戊丁,壬,癸,己,辛,乙,丙,庚,己,辛,乙,丙,庚,戊丁,壬,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰2局丁丑,己,坤,坎,天蓬,休門,申酉,丙,庚,戊丁,壬,癸,己,辛,乙,己,辛,乙,丙,庚,戊丁,壬,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰2局戊寅,己,坤,坎,天蓬,休門,申酉,丙,庚,戊丁,壬,癸,己,辛,乙,己,辛,乙,丙,庚,戊丁,壬,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰2局己卯,己,坎,坎,天蓬,休門,申酉,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰2局庚辰,己,離,坎,天蓬,休門,申酉,庚,戊丁,壬,癸,己,辛,乙,丙,己,辛,乙,丙,庚,戊丁,壬,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰2局辛巳,己,艮,坎,天蓬,休門,申酉,癸,己,辛,乙,丙,庚,戊丁,壬,己,辛,乙,丙,庚,戊丁,壬,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰2局壬午,己,兌,坎,天蓬,休門,申酉,乙,丙,庚,戊丁,壬,癸,己,辛,己,辛,乙,丙,庚,戊丁,壬,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰2局癸未,己,壬,坎,天蓬,休門,申酉,辛,乙,丙,庚,戊丁,壬,癸,己,己,辛,乙,丙,庚,戊丁,壬,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局甲申,庚,離,離,天英,景門,午未,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局乙酉,庚,震,離,天英,景門,午未,乙,丙,庚,戊丁,壬,癸,己,辛,己,辛,乙,丙,庚,戊丁,壬,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰2局丙戌,庚,巽,離,天英,景門,午未,辛,乙,丙,庚,戊丁,壬,癸,己,己,辛,乙,丙,庚,戊丁,壬,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰2局丁亥,庚,坤,離,天英,景門,午未,癸,己,辛,乙,丙,庚,戊丁,壬,己,辛,乙,丙,庚,戊丁,壬,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰2局戊子,庚,坤,離,天英,景門,午未,癸,己,辛,乙,丙,庚,戊丁,壬,己,辛,乙,丙,庚,戊丁,壬,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰2局己丑,庚,坎,離,天英,景門,午未,庚,戊丁,壬,癸,己,辛,乙,丙,己,辛,乙,丙,庚,戊丁,壬,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰2局庚寅,庚,離,離,天英,景門,午未,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰2局辛卯,庚,艮,離,天英,景門,午未,丙,庚,戊丁,壬,癸,己,辛,乙,己,辛,乙,丙,庚,戊丁,壬,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰2局壬辰,庚,兌,離,天英,景門,午未,壬,癸,己,辛,乙,丙,庚,戊丁,己,辛,乙,丙,庚,戊丁,壬,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰2局癸巳,庚,壬,離,天英,景門,午未,戊丁,壬,癸,己,辛,乙,丙,庚,己,辛,乙,丙,庚,戊丁,壬,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局甲午,辛,艮,艮,天任,生門,辰巳,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局乙未,辛,震,艮,天任,生門,辰巳,癸,己,辛,乙,丙,庚,戊丁,壬,己,辛,乙,丙,庚,戊丁,壬,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰2局丙申,辛,巽,艮,天任,生門,辰巳,壬,癸,己,辛,乙,丙,庚,戊丁,己,辛,乙,丙,庚,戊丁,壬,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰2局丁酉,辛,坤,艮,天任,生門,辰巳,庚,戊丁,壬,癸,己,辛,乙,丙,己,辛,乙,丙,庚,戊丁,壬,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰2局戊戌,辛,坤,艮,天任,生門,辰巳,庚,戊丁,壬,癸,己,辛,乙,丙,己,辛,乙,丙,庚,戊丁,壬,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰2局己亥,辛,坎,艮,天任,生門,辰巳,辛,乙,丙,庚,戊丁,壬,癸,己,己,辛,乙,丙,庚,戊丁,壬,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰2局庚子,辛,離,艮,天任,生門,辰巳,戊丁,壬,癸,己,辛,乙,丙,庚,己,辛,乙,丙,庚,戊丁,壬,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰2局辛丑,辛,艮,艮,天任,生門,辰巳,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰2局壬寅,辛,兌,艮,天任,生門,辰巳,丙,庚,戊丁,壬,癸,己,辛,乙,己,辛,乙,丙,庚,戊丁,壬,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰2局癸卯,辛,壬,艮,天任,生門,辰巳,乙,丙,庚,戊丁,壬,癸,己,辛,己,辛,乙,丙,庚,戊丁,壬,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局甲辰,壬,兌,兌,天柱,驚門,寅卯,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局乙巳,壬,震,兌,天柱,驚門,寅卯,庚,戊丁,壬,癸,己,辛,乙,丙,己,辛,乙,丙,庚,戊丁,壬,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰2局丙午,壬,巽,兌,天柱,驚門,寅卯,丙,庚,戊丁,壬,癸,己,辛,乙,己,辛,乙,丙,庚,戊丁,壬,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰2局丁未,壬,坤,兌,天柱,驚門,寅卯,辛,乙,丙,庚,戊丁,壬,癸,己,己,辛,乙,丙,庚,戊丁,壬,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰2局戊申,壬,坤,兌,天柱,驚門,寅卯,辛,乙,丙,庚,戊丁,壬,癸,己,己,辛,乙,丙,庚,戊丁,壬,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰2局己酉,壬,坎,兌,天柱,驚門,寅卯,壬,癸,己,辛,乙,丙,庚,戊丁,己,辛,乙,丙,庚,戊丁,壬,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰2局庚戌,壬,離,兌,天柱,驚門,寅卯,乙,丙,庚,戊丁,壬,癸,己,辛,己,辛,乙,丙,庚,戊丁,壬,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰2局辛亥,壬,艮,兌,天柱,驚門,寅卯,戊丁,壬,癸,己,辛,乙,丙,庚,己,辛,乙,丙,庚,戊丁,壬,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰2局壬子,壬,兌,兌,天柱,驚門,寅卯,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰2局癸丑,壬,壬,兌,天柱,驚門,寅卯,癸,己,辛,乙,丙,庚,戊丁,壬,己,辛,乙,丙,庚,戊丁,壬,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局甲寅,癸,壬,乾,天心,開門,子丑,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰2局乙卯,癸,震,乾,天心,開門,子丑,戊丁,壬,癸,己,辛,乙,丙,庚,己,辛,乙,丙,庚,戊丁,壬,癸,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰2局丙辰,癸,巽,乾,天心,開門,子丑,庚,戊丁,壬,癸,己,辛,乙,丙,己,辛,乙,丙,庚,戊丁,壬,癸,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰2局丁巳,癸,坤,乾,天心,開門,子丑,乙,丙,庚,戊丁,壬,癸,己,辛,己,辛,乙,丙,庚,戊丁,壬,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰2局戊午,癸,坤,乾,天心,開門,子丑,乙,丙,庚,戊丁,壬,癸,己,辛,己,辛,乙,丙,庚,戊丁,壬,癸,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰2局己未,癸,坎,乾,天心,開門,子丑,癸,己,辛,乙,丙,庚,戊丁,壬,己,辛,乙,丙,庚,戊丁,壬,癸,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰2局庚申,癸,離,乾,天心,開門,子丑,丙,庚,戊丁,壬,癸,己,辛,乙,己,辛,乙,丙,庚,戊丁,壬,癸,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰2局辛酉,癸,艮,乾,天心,開門,子丑,壬,癸,己,辛,乙,丙,庚,戊丁,己,辛,乙,丙,庚,戊丁,壬,癸,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰2局壬戌,癸,兌,乾,天心,開門,子丑,辛,乙,丙,庚,戊丁,壬,癸,己,己,辛,乙,丙,庚,戊丁,壬,癸,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰2局癸亥,癸,壬,乾,天心,開門,子丑,己,辛,乙,丙,庚,戊丁,壬,癸,己,辛,乙,丙,庚,戊丁,壬,癸,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰3局甲子,戊,震,震,天冲,傷門,戌亥,庚,壬,戊,乙,辛,己丙,癸,丁,庚,壬,戊,乙,辛,己丙,癸,丁,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰3局乙丑,戊,巽,震,天冲,傷門,戌亥,丁,庚,壬,戊,乙,辛,己丙,癸,庚,壬,戊,乙,辛,己丙,癸,丁,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰3局丙寅,戊,坤,震,天冲,傷門,戌亥,己丙,癸,丁,庚,壬,戊,乙,辛,庚,壬,戊,乙,辛,己丙,癸,丁,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰3局丁卯,戊,壬,震,天冲,傷門,戌亥,乙,辛,己丙,癸,丁,庚,壬,戊,庚,壬,戊,乙,辛,己丙,癸,丁,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰3局戊辰,戊,震,震,天冲,傷門,戌亥,庚,壬,戊,乙,辛,己丙,癸,丁,庚,壬,戊,乙,辛,己丙,癸,丁,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰3局己巳,戊,坤,震,天冲,傷門,戌亥,己丙,癸,丁,庚,壬,戊,乙,辛,庚,壬,戊,乙,辛,己丙,癸,丁,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰3局庚午,戊,坎,震,天冲,傷門,戌亥,戊,乙,辛,己丙,癸,丁,庚,壬,庚,壬,戊,乙,辛,己丙,癸,丁,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰3局辛未,戊,離,震,天冲,傷門,戌亥,癸,丁,庚,壬,戊,乙,辛,己丙,庚,壬,戊,乙,辛,己丙,癸,丁,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰3局壬申,戊,艮,震,天冲,傷門,戌亥,壬,戊,乙,辛,己丙,癸,丁,庚,庚,壬,戊,乙,辛,己丙,癸,丁,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰3局癸酉,戊,兌,震,天冲,傷門,戌亥,辛,己丙,癸,丁,庚,壬,戊,乙,庚,壬,戊,乙,辛,己丙,癸,丁,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰3局甲戌,己,坤,坤,天芮,死門,申酉,庚,壬,戊,乙,辛,己丙,癸,丁,庚,壬,戊,乙,辛,己丙,癸,丁,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰3局乙亥,己,巽,坤,天芮,死門,申酉,戊,乙,辛,己丙,癸,丁,庚,壬,庚,壬,戊,乙,辛,己丙,癸,丁,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰3局丙子,己,坤,坤,天芮,死門,申酉,庚,壬,戊,乙,辛,己丙,癸,丁,庚,壬,戊,乙,辛,己丙,癸,丁,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰3局丁丑,己,壬,坤,天芮,死門,申酉,癸,丁,庚,壬,戊,乙,辛,己丙,庚,壬,戊,乙,辛,己丙,癸,丁,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰3局戊寅,己,震,坤,天芮,死門,申酉,乙,辛,己丙,癸,丁,庚,壬,戊,庚,壬,戊,乙,辛,己丙,癸,丁,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰3局己卯,己,坤,坤,天芮,死門,申酉,庚,壬,戊,乙,辛,己丙,癸,丁,庚,壬,戊,乙,辛,己丙,癸,丁,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰3局庚辰,己,坎,坤,天芮,死門,申酉,己丙,癸,丁,庚,壬,戊,乙,辛,庚,壬,戊,乙,辛,己丙,癸,丁,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰3局辛巳,己,離,坤,天芮,死門,申酉,壬,戊,乙,辛,己丙,癸,丁,庚,庚,壬,戊,乙,辛,己丙,癸,丁,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰3局壬午,己,艮,坤,天芮,死門,申酉,辛,己丙,癸,丁,庚,壬,戊,乙,庚,壬,戊,乙,辛,己丙,癸,丁,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰3局癸未,己,兌,坤,天芮,死門,申酉,丁,庚,壬,戊,乙,辛,己丙,癸,庚,壬,戊,乙,辛,己丙,癸,丁,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰3局甲申,庚,坎,坎,天蓬,休門,午未,庚,壬,戊,乙,辛,己丙,癸,丁,庚,壬,戊,乙,辛,己丙,癸,丁,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門
陰3局乙酉,庚,巽,坎,天蓬,休門,午未,己丙,癸,丁,庚,壬,戊,乙,辛,庚,壬,戊,乙,辛,己丙,癸,丁,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,景門,死門,驚門,開門,休門,生門,傷門,杜門
陰3局丙戌,庚,坤,坎,天蓬,休門,午未,乙,辛,己丙,癸,丁,庚,壬,戊,庚,壬,戊,乙,辛,己丙,癸,丁,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,開門,休門,生門,傷門,杜門,景門,死門,驚門
陰3局丁亥,庚,壬,坎,天蓬,休門,午未,壬,戊,乙,辛,己丙,癸,丁,庚,庚,壬,戊,乙,辛,己丙,癸,丁,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門
陰3局戊子,庚,震,坎,天蓬,休門,午未,癸,丁,庚,壬,戊,乙,辛,己丙,庚,壬,戊,乙,辛,己丙,癸,丁,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,太陰,螣蛇,直符,九天,九地,朱雀,勾陳,六合,生門,傷門,杜門,景門,死門,驚門,開門,休門
陰3局己丑,庚,坤,坎,天蓬,休門,午未,乙,辛,己丙,癸,丁,庚,壬,戊,庚,壬,戊,乙,辛,己丙,癸,丁,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰3局庚寅,庚,坎,坎,天蓬,休門,午未,庚,壬,戊,乙,辛,己丙,癸,丁,庚,壬,戊,乙,辛,己丙,癸,丁,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,直符,九天,九地,朱雀,勾陳,六合,太陰,螣蛇,死門,驚門,開門,休門,生門,傷門,杜門,景門
陰3局辛卯,庚,離,坎,天蓬,休門,午未,辛,己丙,癸,丁,庚,壬,戊,乙,庚,壬,戊,乙,辛,己丙,癸,丁,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,勾陳,六合,太陰,螣蛇,直符,九天,九地,朱雀,驚門,開門,休門,生門,傷門,杜門,景門,死門
陰3局壬辰,庚,艮,坎,天蓬,休門,午未,丁,庚,壬,戊,乙,辛,己丙,癸,庚,壬,戊,乙,辛,己丙,癸,丁,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,螣蛇,直符,九天,九地,朱雀,勾陳,六合,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門
陰3局癸巳,庚,兌,坎,天蓬,休門,午未,戊,乙,辛,己丙,癸,丁,庚,壬,庚,壬,戊,乙,辛,己丙,癸,丁,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九地,朱雀,勾陳,六合,太陰,螣蛇,直符,九天,休門,生門,傷門,杜門,景門,死門,驚門,開門
