key,junshu,tenban_junshu_p,chiban_junshu_p,chokufu,chokushi,kuubou,tenban_kan,tenban_gon,tenban_shin,tenban_son,tenban_ri,tenban_kun,tenban_da,tenban_ken,chiban_kan,chiban_gon,chiban_shin,chiban_son,chiban_ri,chiban_kun,chiban_da,chiban_ken,kyusei_kan,kyusei_gon,kyusei_shin,kyusei_son,kyusei_ri,kyusei_kun,kyusei_da,kyusei_ken,hasshin_kan,hasshin_gon,hasshin_shin,hasshin_son,hasshin_ri,hasshin_kun,hasshin_da,hasshin_ken,hachimon_kan,hachimon_gon,hachimon_shin,hachimon_son,hachimon_ri,hachimon_kun,hachimon_da,hachimon_ken,jukkan_kokuou_kan,kakkyoku_kan,jukkan_kokuou_gon,kakkyoku_gon,jukkan_kokuou_shin,kakkyoku_shin,jukkan_kokuou_son,kakkyoku_son,jukkan_kokuou_ri,kakkyoku_ri,jukkan_kokuou_kun,kakkyoku_kun,jukkan_kokuou_da,kakkyoku_da,jukkan_kokuou_ken,kakkyoku_ken,ban_level
陽2局辛未,戊,坤,坤,天芮,死門,戌亥,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門,△日奇伏吟,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟;門迫
陽2局壬申,戊,壬,坤,天芮,死門,戌亥,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,死門,驚門,開門,休門,生門,傷門,杜門,景門,△華蓋蓬星,,△干合蛇刑,,×日奇入霧,◯地遁;◯乙奇昇殿,△朱雀入没,◯丁奇得使,×火孛地戸,,×太白伏宮;×白虎干格,×伏宮格,×華蓋孛師,,×龍入天牢;×凶蛇入獄,,門迫
陽2局癸酉,戊,兌,坤,天芮,死門,戌亥,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門,△格名小蛇,,〇奇儀相佐,,×火入勾陳,,×刑格返名,,×太白入熒,,〇飛鳥跌穴;△謀事成就,◯丙奇得使,△青龍華蓋;×天牢華蓋,,×復見騰蛇,,
陽2局甲戌,己,震,震,天冲,傷門,申酉,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,休門,生門,傷門,杜門,景門,死門,驚門,開門,△日奇伏吟,◯龍遁,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟
陽2局乙亥,己,坎,震,天冲,傷門,申酉,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,開門,休門,生門,傷門,杜門,景門,死門,驚門,△地戸蓬星,,△丁丁之格,×六儀撃刑格,△太孛入刑,,×値符飛宮;×白虎出力,,〇華蓋孛師,,〇小蛇化龍;×騰蛇相纏,,△華蓋蓬星,,〇五神互合,,
陽2局丙子,己,離,震,天冲,傷門,申酉,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,死門,驚門,開門,休門,生門,傷門,杜門,景門,△華蓋蓬星,,△干合蛇刑,,×日奇入霧,◯地遁;◯鬼遁;◯乙奇昇殿,△朱雀入没,◯丁奇得使,×火孛地戸,,×太白伏宮;×白虎干格,,×華蓋孛師,,×龍入天牢;×凶蛇入獄,,門迫
陽2局丁丑,己,艮,震,天冲,傷門,申酉,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門,〇人遁吉格,,△朱雀入墓,,×官符刑格,×伏宮格;×刑格,×焚入太白,,〇青龍返首;×干合孛師,×六儀撃刑格,〇天乙会合;×網蓋天牢,,×幼女奸淫,,×日奇入地,◯乙奇得使,門迫
陽2局戊寅,己,坤,震,天冲,傷門,申酉,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門,△青龍合霊;×白虎猖狂,×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×凶蛇入獄,,×日奇被刑,◯風遁;◯鬼遁,△星髄月転,,△犬遇青龍;×遊魂入墓,×六儀撃刑格,×反吟大格,,×火入天羅,×丙奇入墓,反吟;門迫
陽2局己卯,己,震,震,天冲,傷門,申酉,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,生門,傷門,杜門,景門,死門,驚門,開門,休門,△日奇伏吟,,〇奇入太陰,◯丁奇得使;◯玉女守門;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟;門迫
陽2局庚辰,己,巽,震,天冲,傷門,申酉,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,驚門,開門,休門,生門,傷門,杜門,景門,死門,△格名小蛇,,〇奇儀相佐,◯鬼遁,×火入勾陳,,×刑格返名,×飛宮格,×太白入熒,,〇飛鳥跌穴;△謀事成就,◯丙奇得使,△青龍華蓋;×天牢華蓋,,×復見騰蛇,,門迫
陽2局辛巳,己,坤,震,天冲,傷門,申酉,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門,△青龍合霊;×白虎猖狂,×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×凶蛇入獄,,×日奇被刑,,△星髄月転,,△犬遇青龍;×遊魂入墓,×六儀撃刑格,×反吟大格,,×火入天羅,×丙奇入墓,門迫
陽2局壬午,己,壬,震,天冲,傷門,申酉,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,死門,驚門,開門,休門,生門,傷門,杜門,景門,△太白蓬星,,〇星奇朱雀,,×貴人入獄;×入獄自刑,×六儀撃刑格,×太白入網,×六儀撃刑格,×水蛇入火,,×利陰害陽;×青龍逃走,×青龍逃走;×乙奇入墓,×朱雀投江,◯丁奇昇殿;×朱雀投江,×地網高張,,門迫
陽2局癸未,己,兌,震,天冲,傷門,申酉,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門,〇日月併用,◯丙奇得使,〇青龍耀明;〇獄神得奇,,×華蓋地戸,,×太白擒蛇,×六儀撃刑格,〇奇儀順遂,◯乙奇得使,〇青龍転光;×朱雀入獄,,×地刑玄武,,×金華水流,,反吟
陽2局甲申,庚,巽,巽,天輔,杜門,午未,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門,△日奇伏吟,◯龍遁,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,×伏宮格;×飛宮格,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟
陽2局乙酉,庚,坎,巽,天輔,杜門,午未,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,驚門,開門,休門,生門,傷門,杜門,景門,死門,△太白蓬星,×時格,〇星奇朱雀,,×貴人入獄;×入獄自刑,×六儀撃刑格,×太白入網,×六儀撃刑格,×水蛇入火,,×利陰害陽;×青龍逃走,×青龍逃走;×乙奇入墓,×朱雀投江,◯丁奇昇殿;×朱雀投江,×地網高張,,門迫
陽2局丙戌,庚,離,巽,天輔,杜門,午未,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,景門,死門,驚門,開門,休門,生門,傷門,杜門,△格名小蛇,,〇奇儀相佐,,×火入勾陳,,×刑格返名,,×太白入熒,×時格,〇飛鳥跌穴;△謀事成就,◯丙奇得使,△青龍華蓋;×天牢華蓋,,×復見騰蛇,,反吟;門迫
陽2局丁亥,庚,艮,巽,天輔,杜門,午未,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,死門,驚門,開門,休門,生門,傷門,杜門,景門,△地戸蓬星,,△丁丁之格,×時格;×六儀撃刑格,△太孛入刑,,×値符飛宮;×白虎出力,,〇華蓋孛師,,〇小蛇化龍;×騰蛇相纏,,△華蓋蓬星,,〇五神互合,,門迫
陽2局戊子,庚,坤,巽,天輔,杜門,午未,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,傷門,杜門,景門,死門,驚門,開門,休門,生門,△華蓋蓬星,,△干合蛇刑,,×日奇入霧,◯乙奇昇殿,△朱雀入没,◯丁奇得使,×火孛地戸,,×太白伏宮;×白虎干格,×時格,×華蓋孛師,,×龍入天牢;×凶蛇入獄,,門迫
陽2局己丑,庚,震,巽,天輔,杜門,午未,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,開門,休門,生門,傷門,杜門,景門,死門,驚門,〇人遁吉格,,△朱雀入墓,,×官符刑格,×刑格;×時格,×焚入太白,,〇青龍返首;×干合孛師,×六儀撃刑格,〇天乙会合;×網蓋天牢,,×幼女奸淫,,×日奇入地,◯乙奇得使,
陽2局庚寅,庚,巽,巽,天輔,杜門,午未,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,杜門,景門,死門,驚門,開門,休門,生門,傷門,△日奇伏吟,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,×伏宮格;×飛宮格;×時格,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟;門迫
陽2局辛卯,庚,坤,巽,天輔,杜門,午未,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,驚門,開門,休門,生門,傷門,杜門,景門,死門,△華蓋蓬星,,△干合蛇刑,,×日奇入霧,◯乙奇昇殿,△朱雀入没,◯丁奇得使,×火孛地戸,,×太白伏宮;×白虎干格,×時格,×華蓋孛師,,×龍入天牢;×凶蛇入獄,,門迫
陽2局壬辰,庚,壬,巽,天輔,杜門,午未,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,生門,傷門,杜門,景門,死門,驚門,開門,休門,〇日月併用,◯丙奇得使,〇青龍耀明;〇獄神得奇,,×華蓋地戸,,×太白擒蛇,×六儀撃刑格,〇奇儀順遂,◯乙奇得使,〇青龍転光;×朱雀入獄,,×地刑玄武,,×金華水流,×時格,反吟;門迫
陽2局癸巳,庚,兌,巽,天輔,杜門,午未,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門,△青龍合霊;×白虎猖狂,×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×凶蛇入獄,,×日奇被刑,,△星髄月転,,△犬遇青龍;×遊魂入墓,×六儀撃刑格,×反吟大格,×時格,×火入天羅,×丙奇入墓,
陽2局甲午,辛,坤,坤,天芮,死門,辰巳,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,休門,生門,傷門,杜門,景門,死門,驚門,開門,△日奇伏吟,◯龍遁,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟
陽2局乙未,辛,坎,坤,天芮,死門,辰巳,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,驚門,開門,休門,生門,傷門,杜門,景門,死門,△青龍合霊;×白虎猖狂,×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×凶蛇入獄,,×日奇被刑,◯風遁,△星髄月転,,△犬遇青龍;×遊魂入墓,×六儀撃刑格,×反吟大格,,×火入天羅,×丙奇入墓,門迫
陽2局丙申,辛,離,坤,天芮,死門,辰巳,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,開門,休門,生門,傷門,杜門,景門,死門,驚門,〇人遁吉格,,△朱雀入墓,,×官符刑格,×刑格,×焚入太白,,〇青龍返首;×干合孛師,×六儀撃刑格,〇天乙会合;×網蓋天牢,,×幼女奸淫,,×日奇入地,◯乙奇得使,
陽2局丁酉,辛,艮,坤,天芮,死門,辰巳,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,景門,死門,驚門,開門,休門,生門,傷門,杜門,〇日月併用,◯丙奇得使,〇青龍耀明;〇獄神得奇,,×華蓋地戸,,×太白擒蛇,×六儀撃刑格,〇奇儀順遂,◯乙奇得使,〇青龍転光;×朱雀入獄,,×地刑玄武,,×金華水流,,反吟;門迫
陽2局戊戌,辛,坤,坤,天芮,死門,辰巳,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,生門,傷門,杜門,景門,死門,驚門,開門,休門,△日奇伏吟,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟;門迫
陽2局己亥,辛,震,坤,天芮,死門,辰巳,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,死門,驚門,開門,休門,生門,傷門,杜門,景門,△太白蓬星,,〇星奇朱雀,,×貴人入獄;×入獄自刑,×六儀撃刑格,×太白入網,×六儀撃刑格,×水蛇入火,,×利陰害陽;×青龍逃走,×青龍逃走;×乙奇入墓,×朱雀投江,◯丁奇昇殿;×朱雀投江,×地網高張,,門迫
陽2局庚子,辛,巽,坤,天芮,死門,辰巳,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,休門,生門,傷門,杜門,景門,死門,驚門,開門,△地戸蓬星,,△丁丁之格,×六儀撃刑格,△太孛入刑,,×値符飛宮;×白虎出力,×飛宮格,〇華蓋孛師,,〇小蛇化龍;×騰蛇相纏,,△華蓋蓬星,,〇五神互合,,
陽2局辛丑,辛,坤,坤,天芮,死門,辰巳,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,杜門,景門,死門,驚門,開門,休門,生門,傷門,△日奇伏吟,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟;門迫
陽2局壬寅,辛,乾,坤,天芮,死門,辰巳,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門,△華蓋蓬星,,△干合蛇刑,,×日奇入霧,◯乙奇昇殿,△朱雀入没,◯丁奇得使;◯玉女守門,×火孛地戸,,×太白伏宮;×白虎干格,×伏宮格,×華蓋孛師,,×龍入天牢;×凶蛇入獄,,門迫
陽2局癸卯,辛,兌,坤,天芮,死門,辰巳,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門,△格名小蛇,,〇奇儀相佐,,×火入勾陳,,×刑格返名,,×太白入熒,,〇飛鳥跌穴;△謀事成就,◯丙奇得使,△青龍華蓋;×天牢華蓋,,×復見騰蛇,,
陽2局甲辰,壬,壬,乾,天心,開門,寅卯,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,休門,生門,傷門,杜門,景門,死門,驚門,開門,△日奇伏吟,◯龍遁,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟
陽2局乙巳,壬,坎,乾,天心,開門,寅卯,壬,乙,丁,己,庚,丙,戊辛,癸,乙,丁,己,庚,丙,戊辛,癸,壬,天心,天蓬,天任,天冲,天輔,天英,天芮,天柱,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,生門,傷門,杜門,景門,死門,驚門,開門,休門,△格名小蛇,×地網,〇奇儀相佐,,×火入勾陳,,×刑格返名,,×太白入熒,,〇飛鳥跌穴;△謀事成就,◯丙奇得使,△青龍華蓋;×天牢華蓋,,×復見騰蛇,,門迫
陽2局丙午,壬,離,乾,天心,開門,寅卯,庚,丙,戊辛,癸,壬,乙,丁,己,乙,丁,己,庚,丙,戊辛,癸,壬,天輔,天英,天芮,天柱,天心,天蓬,天任,天冲,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,六合,驚門,開門,休門,生門,傷門,杜門,景門,死門,△太白蓬星,,〇星奇朱雀,,×貴人入獄;×入獄自刑,×六儀撃刑格,×太白入網,×六儀撃刑格,×水蛇入火,×地網,×利陰害陽;×青龍逃走,×青龍逃走;×乙奇入墓,×朱雀投江,◯丁奇昇殿;×朱雀投江,×地網高張,,門迫
陽2局丁未,壬,艮,乾,天心,開門,寅卯,癸,壬,乙,丁,己,庚,丙,戊辛,乙,丁,己,庚,丙,戊辛,癸,壬,天柱,天心,天蓬,天任,天冲,天輔,天英,天芮,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,九地,杜門,景門,死門,驚門,開門,休門,生門,傷門,△華蓋蓬星,,△干合蛇刑,×地網,×日奇入霧,◯乙奇昇殿,△朱雀入没,◯丁奇得使,×火孛地戸,,×太白伏宮;×白虎干格,,×華蓋孛師,,×龍入天牢;×凶蛇入獄,,門迫
陽2局戊申,壬,坤,乾,天心,開門,寅卯,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,開門,休門,生門,傷門,杜門,景門,死門,驚門,△地戸蓬星,,△丁丁之格,×六儀撃刑格,△太孛入刑,,×値符飛宮;×白虎出力,,〇華蓋孛師,,〇小蛇化龍;×騰蛇相纏,×地網,△華蓋蓬星,,〇五神互合,,
陽2局己酉,壬,震,乾,天心,開門,寅卯,戊辛,癸,壬,乙,丁,己,庚,丙,乙,丁,己,庚,丙,戊辛,癸,壬,天芮,天柱,天心,天蓬,天任,天冲,天輔,天英,九地,九天,直符,螣蛇,太陰,六合,勾陳,朱雀,傷門,杜門,景門,死門,驚門,開門,休門,生門,△青龍合霊;×白虎猖狂,×白虎猖狂,×螣蛇妖矯,×螣蛇妖矯,×凶蛇入獄,×地網,×日奇被刑,,△星髄月転,,△犬遇青龍;×遊魂入墓,×六儀撃刑格,×反吟大格,,×火入天羅,×丙奇入墓,門迫
陽2局庚戌,壬,巽,乾,天心,開門,寅卯,丙,戊辛,癸,壬,乙,丁,己,庚,乙,丁,己,庚,丙,戊辛,癸,壬,天英,天芮,天柱,天心,天蓬,天任,天冲,天輔,朱雀,九地,九天,直符,螣蛇,太陰,六合,勾陳,死門,驚門,開門,休門,生門,傷門,杜門,景門,〇日月併用,◯丙奇得使,〇青龍耀明;〇獄神得奇,,×華蓋地戸,,×太白擒蛇,×飛宮格;×地網;×六儀撃刑格,〇奇儀順遂,◯乙奇得使,〇青龍転光;×朱雀入獄,,×地刑玄武,,×金華水流,×伏宮格,反吟;門迫
陽2局辛亥,壬,坤,乾,天心,開門,寅卯,己,庚,丙,戊辛,癸,壬,乙,丁,乙,丁,己,庚,丙,戊辛,癸,壬,天冲,天輔,天英,天芮,天柱,天心,天蓬,天任,六合,勾陳,朱雀,九地,九天,直符,螣蛇,太陰,景門,死門,驚門,開門,休門,生門,傷門,杜門,△地戸蓬星,,△丁丁之格,×六儀撃刑格,△太孛入刑,,×値符飛宮;×白虎出力,,〇華蓋孛師,,〇小蛇化龍;×騰蛇相纏,×地網,△華蓋蓬星,,〇五神互合,,反吟;門迫
陽2局壬子,壬,壬,乾,天心,開門,寅卯,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,螣蛇,太陰,六合,勾陳,朱雀,九地,九天,直符,傷門,杜門,景門,死門,驚門,開門,休門,生門,△日奇伏吟,,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,×地網,伏吟;門迫
陽2局癸丑,壬,兌,乾,天心,開門,寅卯,丁,己,庚,丙,戊辛,癸,壬,乙,乙,丁,己,庚,丙,戊辛,癸,壬,天任,天冲,天輔,天英,天芮,天柱,天心,天蓬,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門,〇人遁吉格,◯人遁,△朱雀入墓,,×官符刑格,×刑格,×焚入太白,,〇青龍返首;×干合孛師,×六儀撃刑格,〇天乙会合;×網蓋天牢,,×幼女奸淫,×地網,×日奇入地,◯乙奇得使,
陽2局甲寅,癸,兌,兌,天柱,驚門,子丑,乙,丁,己,庚,丙,戊辛,癸,壬,乙,丁,己,庚,丙,戊辛,癸,壬,天蓬,天任,天冲,天輔,天英,天芮,天柱,天心,太陰,六合,勾陳,朱雀,九地,九天,直符,螣蛇,休門,生門,傷門,杜門,景門,死門,驚門,開門,△日奇伏吟,◯龍遁,〇奇入太陰,◯丁奇得使;×丁奇入墓,×地戸蓬鬼,,×太白同宮,,×月奇孛師,◯丙奇昇殿,×伏吟;×青龍折足;×囚獄被傷;×伏吟天庭,,×天網四張,,×蛇入地羅,,伏吟
